seed,mu,E,client,measured_delta,grad_norm_at_w0,exact_solve_iters
0,0.01,10,7,3.5227203128216935,1.0714384012209426,3000
0,0.01,10,8,0.15362822850153662,3.1958123443426714,3000
0,0.01,10,9,0.7309135708103147,4.2139813295610296,3000
0,0.01,10,10,2.1073779117933844,3.439528000400227,3000
0,0.01,10,11,2.521565504014591,1.8127084768747979,3000
0,0.01,10,12,0.35692300340086525,3.6932133803977036,3000
0,0.01,10,13,0.16405494706356286,2.938452666868414,3000
0,0.01,10,14,0.28374550500279894,2.9427433115271953,3000
0,0.01,10,15,2.914716483146311,3.037461162199718,3000
0,0.01,10,16,2.5124023371792723,2.369561562452599,3000
0,0.01,10,17,2.26102104356216,2.1950998244769973,3000
0,0.01,10,18,1.3461716801328036,5.149973210214156,3000
0,0.01,10,19,0.4465434166924004,2.351274470087229,3000
0,0.01,20,0,1.8370467516436322,6.159385642685968,3000
0,0.01,20,1,2.2805619705758,3.1789750284436193,3000
0,0.01,20,2,0.40831354137507075,2.0367976708378954,3000
0,0.01,20,3,1.205420809529425,2.70339122003791,3000
0,0.01,20,4,1.3064703846530077,1.8863118917032797,3000
0,0.01,20,5,0.3321923538793159,3.7242765707844425,3000
0,0.01,20,6,1.2024364310173798,5.110804209579576,3000
0,0.01,20,7,2.683282744800482,1.0714384012209426,3000
0,0.01,20,8,0.14384855106508246,3.1958123443426714,3000
0,0.01,20,9,0.634084057079146,4.2139813295610296,3000
0,0.01,20,10,1.572518857533868,3.439528000400227,3000
0,0.01,20,11,1.9864878078111365,1.8127084768747979,3000
0,0.01,20,12,0.2945646736847446,3.6932133803977036,3000
0,0.01,20,13,0.12026493390745176,2.938452666868414,3000
0,0.01,20,14,0.23197030938959182,2.9427433115271953,3000
0,0.01,20,15,2.2109142602403105,3.037461162199718,3000
0,0.01,20,16,1.8297234122193085,2.369561562452599,3000
0,0.01,20,17,1.8953132240270536,2.1950998244769973,3000
0,0.01,20,18,1.2259248748280707,5.149973210214156,3000
0,0.01,20,19,0.28852790208388357,2.351274470087229,3000
0,0.01,50,0,1.446278737699065,6.159385642685968,3000
0,0.01,50,1,1.3578411856861823,3.1789750284436193,3000
0,0.01,50,2,0.1790695197358058,2.0367976708378954,3000
0,0.01,50,3,0.6264211391081062,2.70339122003791,3000
0,0.01,50,4,0.6621164463976797,1.8863118917032797,3000
0,0.01,50,5,0.19179481887291347,3.7242765707844425,3000
0,0.01,50,6,0.8793927949523807,5.110804209579576,3000
0,0.01,50,7,1.4498295245876998,1.0714384012209426,3000
0,0.01,50,8,0.12001942822208128,3.1958123443426714,3000
0,0.01,50,9,0.37968612921536393,4.2139813295610296,3000
0,0.01,50,10,0.8249789234155408,3.439528000400227,3000
0,0.01,50,11,1.1480650089024433,1.8127084768747979,3000
0,0.01,50,12,0.169804931944118,3.6932133803977036,3000
0,0.01,50,13,0.0737071844281017,2.938452666868414,3000
0,0.01,50,14,0.1644328056015239,2.9427433115271953,3000
0,0.01,50,15,1.1121965987488978,3.037461162199718,3000
0,0.01,50,16,0.9788714502031656,2.369561562452599,3000
0,0.01,50,17,1.2306078439551043,2.1950998244769973,3000
0,0.01,50,18,0.8996020839733321,5.149973210214156,3000
0,0.01,50,19,0.14134435253862804,2.351274470087229,3000
0,0.1,1,0,2.365396291780347,6.159385642685968,3000
0,0.1,1,1,1.2643368296727648,3.1789750284436193,3000
0,0.1,1,2,0.5516988732936483,2.0367976708378954,3000
0,0.1,1,3,1.0149007372417946,2.70339122003791,3000
0,0.1,1,4,1.1491720219362702,1.8863118917032797,3000
0,0.1,1,5,0.8565578304334123,3.7242765707844425,3000
0,0.1,1,6,1.7370917893634272,5.110804209579576,3000
0,0.1,1,7,1.8228614206551308,1.0714384012209426,3000
0,0.1,1,8,0.47823963252056556,3.1958123443426714,3000
0,0.1,1,9,1.1803802871945164,4.2139813295610296,3000
0,0.1,1,10,1.6832508694154156,3.439528000400227,3000
0,0.1,1,11,1.1463763757338865,1.8127084768747979,3000
0,0.1,1,12,0.8272423034408716,3.6932133803977036,3000
0,0.1,1,13,0.3005304627655743,2.938452666868414,3000
0,0.1,1,14,0.3079713196226258,2.9427433115271953,3000
0,0.1,1,15,2.139198609248771,3.037461162199718,3000
0,0.1,1,16,2.197564643455406,2.369561562452599,3000
