d,N,seed,eps_p,conversion,sigma,T_priv,T_needed,T_acc_calibrated,capped_at_Tmax,round_used,measured_gap_cumavg,V_ind_theory,gap_over_theory_ratio,theorem2_predicted_feasible,empirically_feasible,degenerate_zero_rounds,frac_updates_clipped
10,500,0,16.0,pathA,2.4899799195977463,47.2010570954717,94.4021141909434,0.018021596001236217,False,94,0.4879479607158479,0.24999999999999997,1.9517918428633918,True,True,False,0.844
10,500,1,2.0,basic,2.4899799195977463,0.9925626542988586,1.9851253085977172,0.018021596001236217,False,2,0.11789666246700814,0.24999999999999997,0.4715866498680326,True,True,False,0.852
10,500,1,2.0,pathA,2.4899799195977463,1.3423778559731687,2.6847557119463374,0.018021596001236217,False,3,0.17905237306694155,0.24999999999999997,0.7162094922677663,True,True,False,0.852
10,500,1,4.0,basic,2.4899799195977463,3.6908846958725876,7.381769391745175,0.018021596001236217,False,7,0.4737296213001534,0.24999999999999997,1.8949184852006138,True,True,False,0.852
10,500,1,4.0,pathA,2.4899799195977463,4.62698525361418,9.25397050722836,0.018021596001236217,False,9,0.4418020985793373,0.24999999999999997,1.7672083943173493,True,True,False,0.852
10,500,1,8.0,basic,2.4899799195977463,13.009288895169126,26.018577790338252,0.018021596001236217,False,26,0.5026092356984602,0.24999999999999997,2.010436942793841,True,False,False,0.852
10,500,1,8.0,pathA,2.4899799195977463,15.248439441268374,30.49687888253675,0.018021596001236217,False,30,0.5027404185768519,0.24999999999999997,2.010961674307408,True,False,False,0.852
10,500,1,16.0,basic,2.4899799195977463,42.54028442100619,85.08056884201238,0.018021596001236217,False,85,0.5072146426975549,0.24999999999999997,2.02885857079022,True,False,False,0.852
10,500,1,16.0,pathA,2.4899799195977463,47.2010570954717,94.4021141909434,0.018021596001236217,False,94,0.49833330341153215,0.24999999999999997,1.9933332136461288,True,True,False,0.852
10,1000,0,2.0,basic,3.52845575287547,1.9931298461323859,3.9862596922647717,0.018021596001236217,False,4,0.2821592591753865,0.25,1.128637036701546,True,True,False,0.883
10,1000,0,2.0,pathA,3.52845575287547,2.6955809031577616,5.391161806315523,0.018021596001236217,False,5,0.28697379649350074,0.25,1.147895185974003,True,True,False,0.883
10,1000,0,4.0,basic,3.52845575287547,7.41153459090544,14.82306918181088,0.018021596001236217,False,15,0.44801898470347895,0.25,1.7920759388139158,True,True,False,0.883
10,1000,0,4.0,pathA,3.52845575287547,9.291283310278573,18.582566620557145,0.018021596001236217,False,19,0.4303541628861728,0.25,1.7214166515446911,True,True,False,0.883
10,1000,0,8.0,basic,3.52845575287547,26.123491410460588,52.246982820921176,0.018021596001236217,False,52,0.42482482367634244,0.25,1.6992992947053698,True,True,False,0.883
10,1000,0,8.0,pathA,3.52845575287547,30.61983197958625,61.2396639591725,0.018021596001236217,False,61,0.42822455875034743,0.25,1.7128982350013897,True,True,False,0.883
10,1000,0,16.0,basic,3.52845575287547,85.42363565185921,170.84727130371843,0.018021596001236217,True,149,0.476105027657396,0.25,1.904420110629584,True,True,False,0.883
